                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                 0.4442,                0.24535,                0.96384,                0.97684,                0.98345,                0.98258,                  0.948,                0.32885,                 0.1908,                0.82596,                0.00208,                0.00208,                0.00208
                    162,                0.42344,                    inf,                0.93994,                0.97472,                0.98677,                0.98205,                0.94622,                0.33183,                0.18884,                 0.8276,              0.0020305,              0.0020305,              0.0020305
                    163,                 0.4336,                0.25455,                0.96504,                0.98046,                0.98387,                0.98483,                0.95437,                0.33954,                0.18845,                0.83066,               0.001981,               0.001981,               0.001981
                    164,                0.42848,                0.23626,                0.95373,                0.98068,                 0.9833,                0.97992,                0.94612,                0.33463,                0.18529,                0.82849,              0.0019315,              0.0019315,              0.0019315
                    165,                0.42149,                    inf,                0.93117,                  0.981,                0.98355,                  0.982,                0.95254,                0.32783,                 0.1911,                0.82636,               0.001882,               0.001882,               0.001882
                    166,                0.46079,                0.26041,                0.99546,                0.98061,                0.98427,                0.97864,                0.94409,                0.33384,                0.18507,                0.82908,              0.0018325,              0.0018325,              0.0018325
                    167,                0.41839,                0.23829,                0.95746,                0.97542,                0.98761,                0.97758,                  0.942,                0.32888,                0.18943,                0.82572,               0.001783,               0.001783,               0.001783
                    168,                0.44765,                0.24896,                0.96334,                0.97532,                0.98821,                0.97829,                0.93966,                0.33182,                  0.186,                0.82391,              0.0017335,              0.0017335,              0.0017335
                    169,                0.44318,                0.24631,                0.96135,                0.97682,                0.98809,                0.98141,                0.94669,                 0.3366,                0.18722,                0.82547,               0.001684,               0.001684,               0.001684
                    170,                0.43403,                0.24459,                 0.9494,                0.97547,                0.98832,                0.97944,                0.94507,                0.34145,                0.18715,                0.83246,              0.0016345,              0.0016345,              0.0016345
                    171,                 0.4692,                0.27232,                0.98537,                0.98083,                0.98827,                0.97842,                0.94655,                 0.3374,                0.18835,                0.83078,               0.001585,               0.001585,               0.001585
                    172,                 0.4291,                0.23991,                0.96303,                0.98004,                0.99142,                0.97775,                0.94247,                0.33247,                0.18701,                0.82792,              0.0015355,              0.0015355,              0.0015355
                    173,                0.44504,                0.24128,                 0.9848,                0.98175,                0.98252,                 0.9827,                 0.9434,                 0.3392,                0.20126,                0.82937,               0.001486,               0.001486,               0.001486
                    174,                0.43488,                0.24878,                0.95223,                0.97203,                0.99206,                0.98309,                 0.9468,                0.33106,                0.19385,                0.82902,              0.0014365,              0.0014365,              0.0014365
                    175,                0.42513,                    inf,                0.93687,                0.97905,                0.97791,                0.98235,                0.94809,                0.34156,                0.18985,                0.83209,               0.001387,               0.001387,               0.001387
                    176,                0.44129,                0.24364,                0.96358,                0.96883,                0.99417,                0.98287,                0.94687,                0.33111,                0.19242,                0.82486,              0.0013375,              0.0013375,              0.0013375
                    177,                 0.4303,                0.23294,                  0.947,                0.98149,                0.98732,                0.98009,                0.95247,                0.33286,                0.18178,                0.82978,               0.001288,               0.001288,               0.001288
                    178,                0.40745,                0.23432,                0.94065,                 0.9732,                0.99143,                0.98194,                0.94653,                0.32599,                0.18372,                0.82413,              0.0012385,              0.0012385,              0.0012385
                    179,                0.41856,                0.24048,                 0.9495,                0.97417,                0.98792,                 0.9789,                0.93963,                0.34532,                0.18675,                0.84033,               0.001189,               0.001189,               0.001189
                    180,                0.41834,                0.23907,                0.94757,                0.97378,                0.98756,                0.97938,                 0.9499,                0.33341,                0.18478,                0.83345,              0.0011395,              0.0011395,              0.0011395
                    181,                0.41974,                0.23686,                0.95126,                0.97675,                0.98433,                0.97843,                0.94795,                0.32891,                0.18388,                 0.8307,                0.00109,                0.00109,                0.00109
                    182,                0.42917,                0.24579,                0.96564,                  0.975,                0.98761,                0.97737,                0.94841,                0.32844,                0.18464,                0.82996,              0.0010405,              0.0010405,              0.0010405
                    183,                0.42439,                0.23317,                0.95469,                0.97642,                0.98358,                0.97644,                0.94396,                 0.3263,                0.18297,                0.82655,               0.000991,               0.000991,               0.000991
                    184,                0.39307,                    inf,                 0.9252,                0.97583,                0.98356,                0.97852,                0.94853,                0.32338,                 0.1858,                0.82426,              0.0009415,              0.0009415,              0.0009415
                    185,                0.41618,                0.23072,                0.95284,                0.97394,                0.98721,                0.98017,                 0.9486,                0.32413,                0.18644,                0.82642,               0.000892,               0.000892,               0.000892
                    186,                0.39808,                0.22492,                0.94094,                0.97025,                0.98657,                0.97991,                0.94858,                0.33031,                0.18679,                0.82991,              0.0008425,              0.0008425,              0.0008425
                    187,                0.41107,                  0.227,                0.95004,                0.97473,                0.98735,                0.98291,                0.95281,                0.32763,                0.17804,                0.82684,               0.000793,               0.000793,               0.000793
                    188,                0.41381,                0.22864,                0.95272,                0.97906,                0.98555,                0.98245,                0.95335,                0.32436,                0.17819,                0.82358,              0.0007435,              0.0007435,              0.0007435
                    189,                0.40386,                0.22533,                0.94571,                0.97567,                0.98786,                 0.9822,                0.95616,                0.32412,                0.17733,                0.82406,               0.000694,               0.000694,               0.000694
                    190,                0.31507,                0.17335,                0.89354,                0.97349,                0.99149,                0.97871,                0.94785,                 0.3336,                0.17651,                0.82749,              0.0006445,              0.0006445,              0.0006445
                    191,                0.30957,                0.16998,                0.88202,                 0.9749,                0.99203,                0.97836,                0.94837,                0.32713,                0.17491,                0.82477,               0.000595,               0.000595,               0.000595
                    192,                0.30002,                0.16354,                0.87305,                0.97312,                0.99154,                0.97844,                0.94803,                0.32597,                0.17652,                0.82623,              0.0005455,              0.0005455,              0.0005455
                    193,                0.30185,                0.16328,                0.87977,                0.97579,                0.98766,                0.97891,                0.94885,                  0.326,                0.17792,                0.82407,               0.000496,               0.000496,               0.000496
                    194,                0.29164,                0.16096,                0.86668,                0.97553,                0.98767,                0.97791,                 0.9474,                0.32724,                0.17636,                0.82617,              0.0004465,              0.0004465,              0.0004465
                    195,                0.30036,                0.16359,                0.86917,                0.97574,                0.98768,                0.97892,                0.94537,                0.32557,                 0.1791,                0.82412,               0.000397,               0.000397,               0.000397
                    196,                0.29323,                0.16428,                0.86355,                0.97604,                 0.9877,                0.97916,                0.94648,                0.32301,                0.17582,                0.82227,              0.0003475,              0.0003475,              0.0003475
                    197,                0.29836,                0.20761,                 0.8858,                0.97966,                0.98508,                0.97988,                0.94814,                0.32518,                0.17657,                0.82427,               0.000298,               0.000298,               0.000298
                    198,                0.28902,                0.15997,                0.87861,                 0.9786,                0.98504,                0.97968,                 0.9509,                0.32593,                0.17505,                0.82596,              0.0002485,              0.0002485,              0.0002485
                    199,                0.28194,                0.15617,                0.86301,                0.97848,                0.98482,                0.97897,                0.94922,                 0.3279,                0.17683,                0.82795,               0.000199,               0.000199,               0.000199
